0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-9	-6	-41	-11	-69	-18	-77	-29	-48	-10	-30	-15	-22	-16	11	-10	-14	18	-8	18	5	39	-56	-5	-27	1	-34	-34	15	-8	-11	-8	26	-2	-2	-5	-9	-63	-11	-25	-30	-13	-8	-70	-19	36	-28	-8	-12	-1	-13	-11	-19	35	-8	-4	-1	20	-93	8	-68	-34	-33	-9	20	-2	-5	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	-7	-35	-30	-16	-17	-12	101	9	20	4	-8	-183	6	24	-7	-26	-6	-18	-13	15	-2	-44	-15	-46	-70	-69	-22	-41	-23	-16	-14	-31	-16	-6	-10	-43	-20	31	-8	-42	1	6	-92	1	-57	-16	-64	-1	-8	-35	-13	-27	-26	-32	-19	-61	-53	2	-76	-85	-21	-5	-26	-11	-38	-7	-60	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	-3	-10	-5	-19	-1	-11	-41	-3	-40	3	49	55	-3	-6	0	-5	-3	9	-2	12	22	24	22	-20	20	30	0	1	10	-4	0	-13	3	1	5	1	-28	-28	-22	-11	-64	-13	-43	-54	-75	-44	-47	5	-3	3	10	-20	-10	37	43	-2	-13	9	2	-25	21	22	-13	-4	-6	1	-11	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-10	7	-9	-21	-33	-18	-37	2	-5	-51	-27	-22	-45	-73	-12	-10	-16	-3	-23	-8	-58	-14	-26	-15	-4	-126	-116	-34	-7	-28	-3	-8	-13	-17	-3	-20	-33	-13	-19	-8	-57	-49	-3	-41	123	-30	49	-95	-9	-5	-7	-6	-17	-3	-16	-4	-14	-27	-6	-64	-49	-54	30	-32	-7	4	-14	-1	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-39	3	68	29	45	-46	54	-5	126	55	150	2	-5	11	0	11	21	-22	21	0	8	-31	5	15	-18	-28	62	-23	-12	6	5	20	-154	-1	-7	-25	32	15	84	5	16	-8	29	-4	77	-45	106	13	2	16	16	8	25	52	4	-9	12	8	47	39	51	-16	-12	4	10	3	-62	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-21	-1	-19	-28	-84	0	-60	-17	-3	-98	-109	-66	43	-113	0	-4	-41	-6	-41	-11	-56	-28	-16	-30	23	37	-182	-56	-47	-80	-14	8	-1	40	-6	-28	0	-13	-16	21	-38	147	31	-93	-55	-39	-37	101	-8	-31	-12	-1	-28	-5	-36	-20	-6	-55	-24	12	-37	-43	29	23	-5	29	-8	-15	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3	-14	-22	-15	-24	-29	-40	-69	47	-35	-95	-15	35	-18	0	-14	-15	-18	-31	-3	-64	1	-54	-52	-17	-61	-78	-55	-17	-54	9	20	-10	-17	-14	4	-20	-91	-3	-29	-79	11	-28	-61	-54	-56	-51	-112	-2	-25	-26	-11	-13	-41	-40	-26	-65	-74	-9	-60	-70	-96	-40	-21	-11	3	-15	-38	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	3	37	-12	5	-72	30	-49	-3	47	-26	-13	-11	-30	-6	4	-31	27	-2	-24	31	14	37	-8	8	86	93	77	32	38	-2	-16	-4	-29	-8	5	26	14	7	22	47	14	8	55	-26	19	4	37	-14	1	6	0	27	-8	18	6	-14	72	-16	90	15	62	13	27	-9	-42	5	92	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	10	-26	-12	-8	34	6	59	-13	28	26	19	9	-22	-5	-15	-1	5	-1	-7	3	-34	-2	-90	-72	-9	0	-42	21	21	5	12	7	2	-16	21	16	8	-9	-21	13	96	-42	-14	20	58	-8	-3	8	-1	2	26	8	-21	0	-44	3	-60	-51	1	3	-6	-1	14	3	21	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	-2	-129	-16	17	58	-66	81	-45	212	5	85	103	169	37	-59	16	13	31	64	-96	-45	-140	-131	-24	235	-12	-26	20	-49	24	19	-50	-58	-2	14	-76	-5	32	52	43	10	-67	28	16	39	-87	35	8	-39	11	0	3	-4	-136	15	-207	-97	14	47	-99	-68	-53	-74	35	9	-9	11	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5	3	-17	5	5	-2	-29	53	-11	-7	-27	-18	70	11	3	-31	-28	-27	-12	-10	-8	-20	-15	-2	-21	-6	-44	-39	-19	-46	1	-1	8	179	-13	-7	11	25	-9	27	-41	-83	-23	5	-117	-75	-37	51	2	-11	7	-17	-19	-10	-4	-28	-69	-4	23	-11	-17	12	4	11	-5	3	-6	-26	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4	-9	14	1	24	17	26	81	-7	-60	18	22	16	56	-10	0	15	2	29	22	15	4	18	-10	-12	12	-2	-40	8	30	4	13	4	6	2	-31	7	47	-17	17	23	93	20	-13	66	4	14	26	2	1	14	19	9	4	-22	-13	31	-20	5	22	3	25	-7	-3	4	20	5	61	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	9	4	-8	26	32	-11	21	-47	-21	-11	23	43	16	-10	-7	-19	-7	0	-9	-16	-21	26	27	17	18	17	-38	5	-13	6	0	9	-8	-8	-19	-36	-12	-25	-79	18	-47	-13	-75	76	-64	-106	11	6	-10	-20	2	11	-25	-30	26	9	-29	-11	36	-59	-21	-12	16	2	-23	-14	-43	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-7	11	-3	-13	11	-7	-32	-46	6	-60	-19	-23	-15	3	3	-28	-10	-22	12	-5	33	2	20	-24	-8	-39	-77	-19	-16	-3	-14	-5	-12	76	2	4	-24	30	-19	-36	-32	-110	-7	-8	61	-5	118	-126	8	25	8	2	-10	-9	41	-8	-5	11	9	-22	-72	-21	-23	-38	-2	-13	4	306	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4	-2	-13	-20	-2	22	28	-18	21	-57	-21	-18	58	82	10	-1	-3	-8	-8	-17	26	0	79	17	-1	43	-32	-17	-52	26	15	14	-7	4	-8	1	2	-22	19	48	33	5	-7	-55	38	23	65	48	-3	-12	-12	-17	9	18	-18	1	-10	11	-11	13	52	-25	6	7	-12	58	7	29	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	-30	17	12	7	-24	15	8	-19	53	39	63	-10	14	15	2	1	12	-16	-2	0	26	-16	-23	-25	-84	-66	-11	-15	12	2	-8	-157	10	-10	-19	-14	7	-14	-17	-12	-59	-59	-35	16	10	61	2	-43	-14	-3	-9	-36	-85	-2	-75	-28	-3	4	-68	-67	-39	-14	-13	-23	6	-74	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	-7	-15	19	-9	88	-34	0	9	-37	-10	18	35	29	3	8	-7	11	6	15	-21	-16	-52	24	-27	-17	-25	-12	-27	6	-7	-21	10	-65	-3	-4	-14	-16	17	-41	-1	7	-17	-37	-27	9	-38	-91	-7	-8	-22	-18	2	-13	-34	-7	0	-23	21	-29	-24	-32	-1	-14	3	-12	-1	3	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-7	1	14	27	9	52	51	60	23	118	-11	19	-19	6	19	6	6	3	32	0	37	5	42	22	18	31	107	55	45	50	3	-18	12	-12	3	-1	16	-14	-21	-10	41	53	6	15	-51	13	-31	15	-8	9	6	18	12	22	-6	27	24	6	8	88	134	-26	16	24	-1	-9	-3	-15	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-28	-16	-22	18	3	1	-17	30	-28	73	-27	49	9	40	-2	-34	-28	-1	-9	6	-13	-27	-14	10	-45	-65	0	45	-16	-18	12	6	-13	-50	-27	-12	-26	21	-9	-20	-12	22	-3	50	-32	76	-7	55	3	-42	-18	-3	22	47	40	0	-18	-10	7	-21	11	41	-37	-18	12	10	-3	-110	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	-10	-64	-48	-11	-63	-63	-28	-44	136	-107	-9	-13	-64	-13	-5	-40	-22	-57	3	-51	-14	-89	-13	-21	-234	-84	-51	-83	-32	4	-13	-30	-111	-23	-25	-41	-35	-21	-64	-73	-30	-9	119	-98	-14	-157	-96	-15	-25	-19	-9	-30	-17	-3	-34	-48	-72	-5	-161	-179	10	-19	-18	-21	-21	-12	-69	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-14	-4	-18	43	20	-46	20	53	-24	270	-39	51	73	24	-9	-21	-23	18	-3	53	1	-47	-2	-24	-17	7	28	30	-14	-43	-7	10	-12	94	-14	5	10	-2	-7	-26	6	34	-1	153	157	-26	-8	65	5	-26	-7	21	20	-5	45	-12	-17	-7	2	-3	38	84	31	1	5	-3	-13	-27	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9	6	38	-14	17	-14	29	-17	19	65	54	-14	46	110	-5	-13	10	-14	18	52	76	-25	24	-2	-6	28	76	23	-20	24	6	34	-2	-55	0	-4	54	41	11	5	18	83	14	124	-12	2	21	66	9	-7	-16	-13	7	-18	15	-18	1	0	3	54	70	50	-24	8	8	0	-9	-194	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4	7	-8	-22	-9	2	8	-18	-2	-7	-51	-17	-57	22	0	-9	15	-6	9	-31	37	-4	37	1	-13	-16	103	-1	-22	7	-7	18	4	44	14	-6	54	26	10	27	32	-41	22	13	-257	34	-203	8	-6	14	14	1	-3	26	107	-3	149	27	-13	-61	49	52	30	35	-18	4	2	8	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-17	7	-4	-4	16	-34	-6	-19	3	44	-45	-48	-20	8	-2	11	-17	-8	-17	14	41	-2	3	24	10	-53	5	22	18	6	2	-46	6	14	10	4	4	59	21	13	-25	-29	12	-24	-102	-12	-84	-1	8	-20	7	-10	-7	68	24	-1	21	33	-42	-15	-19	61	-27	-2	4	-16	1	16	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6	2	-6	1	2	-21	-13	-27	9	-68	-2	-49	-263	3	-14	-6	1	12	-3	-7	-19	2	-34	9	-1	-13	-27	-19	4	-15	2	3	-6	-33	2	-39	7	16	-9	-44	-19	55	-63	-56	-17	58	-35	11	1	-28	-17	2	16	-4	58	-30	75	-2	13	16	-2	-8	20	-1	-12	0	1	91	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	-3	19	23	-59	-20	48	-100	28	8	-55	76	341	18	-2	64	33	32	8	18	37	-3	163	17	-22	-27	58	31	39	31	4	-24	27	124	7	-1	19	-60	-8	117	18	-22	-5	121	-150	29	-37	23	-11	12	17	23	-16	-12	93	7	55	37	-8	-37	77	80	97	21	-16	-2	13	52	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	12	35	7	-3	83	46	172	44	149	32	59	-76	39	-13	-4	26	-17	4	31	40	0	27	43	1	27	-11	14	36	45	0	35	-1	74	-5	-13	28	9	-14	82	-1	43	-4	86	19	15	38	39	0	7	0	-8	7	23	6	22	29	46	-19	4	5	58	8	9	-4	15	-2	18	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3	13	-46	6	9	-4	-46	-52	52	17	40	-11	-7	-51	18	-10	-31	-14	-26	23	-70	14	-198	14	19	24	24	-130	-30	-93	9	33	-5	63	17	-21	-19	-97	-10	-17	-352	-152	-24	-412	12	-110	102	-95	-7	-83	-21	-13	6	-17	-107	-32	-151	-147	-5	-104	-60	-307	-61	-249	8	-3	-2	-4	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-13	10	4	19	-26	4	2	-47	28	50	-29	21	-45	-15	1	11	-8	-12	-10	11	10	5	3	-3	12	9	23	-2	-37	-28	4	20	-10	26	4	-6	13	13	3	-30	-25	64	-5	1	-17	26	10	-11	2	12	9	-4	-9	-1	27	-12	-4	-8	-2	46	-9	-16	25	14	10	3	0	-11	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	2	-13	-4	3	13	-62	6	-8	-3	-41	21	-38	-1	16	-10	-22	-18	-7	37	17	99	11	-5	-24	50	15	-6	5	7	32	44	13	4	-4	12	-44	0	-18	-14	-8	7	-9	-19	-17	-62	13	14	-5	-10	18	3	-13	13	15	34	20	-6	-21	88	-3	-33	21	-6	5	13	-3	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4	14	-23	20	1	24	4	-59	-9	205	-24	41	-49	-5	-8	15	-10	-15	6	66	6	2	-40	45	-22	-41	-1	55	14	5	-15	-10	-8	58	-2	15	-11	6	-12	46	-10	52	4	102	-20	131	-56	0	8	1	11	-10	17	-7	32	15	-78	54	22	-1	-34	20	4	-8	-23	1	-9	33	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	-5	-43	-11	3	22	22	58	4	68	-38	20	-157	106	22	18	20	-30	-7	-13	81	40	125	-9	-15	-55	49	73	101	149	-13	-50	3	-17	3	8	-1	-10	-3	24	-5	14	5	16	59	-3	95	-16	24	-18	-9	-44	13	6	47	10	-29	29	-11	68	116	-7	-27	-14	12	-9	8	-29	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6	-2	-7	-59	-9	-1	-41	-30	-25	-27	-17	-2	-51	-15	-11	2	-10	-76	1	-41	-32	-6	-28	-53	-2	-28	-44	-31	1	-20	6	-2	5	-30	5	-13	-7	-18	-23	-28	-50	-23	13	64	-36	-21	-130	-26	-4	12	-5	-5	8	-42	-30	-3	-59	-14	-14	44	-10	-27	-13	-23	-4	-12	-11	-11	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	-1	7	-2	14	-44	7	-29	24	6	46	17	31	-15	0	-19	29	18	4	9	23	-5	70	0	30	42	32	65	65	14	3	5	10	-16	1	40	31	-2	-22	-36	-20	-30	-12	8	-17	-8	13	-6	7	-3	7	-9	-22	-47	36	6	13	-12	3	30	0	-11	6	13	9	5	-2	15	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	-4	33	17	-12	-17	-44	-63	2	119	14	66	-57	34	3	21	-15	8	13	41	23	9	106	-36	-38	-21	-139	1	-56	6	-23	-35	-7	-80	-4	-7	28	38	-18	-62	130	-8	18	106	-29	88	-7	-46	15	27	-1	4	-31	46	83	-42	334	-25	-8	-66	-64	51	-7	117	-8	9	19	-27	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-7	9	-3	4	-34	-31	-12	-93	-24	-5	-11	25	147	-36	-13	-9	0	3	-21	11	-5	51	-22	-10	35	22	-39	-29	-15	-6	8	1	-7	61	5	-28	-6	2	-2	-45	-62	-69	-29	-25	237	-30	45	-18	-20	4	8	2	-4	-6	-23	5	-21	-3	8	19	17	-3	9	-14	12	-10	-12	-29	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3	5	-45	-53	24	8	-90	-1	17	-162	-54	-168	-88	2	8	-41	-21	-7	-7	-47	-76	6	-52	-59	2	-39	-14	-126	-21	-27	5	49	0	-42	-9	6	-26	-25	-14	-22	-165	-44	10	-126	-284	6	-199	-47	-8	-61	-39	4	1	-29	-135	2	-154	-88	11	-98	-41	-131	-33	-48	-2	-22	-1	-6	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	-7	-22	-3	29	64	47	-1	10	3	22	62	-113	22	20	-14	-11	-3	21	9	-58	-5	5	10	-14	-10	-21	22	33	-5	6	32	2	20	16	-4	-14	-27	-1	3	38	-41	-12	-88	29	-5	18	-37	2	3	14	-5	-3	-7	-91	11	-151	-3	-5	-32	-15	-23	-51	-7	3	-24	0	29	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	-16	-28	-18	-13	-10	-24	-60	-11	-12	-76	-26	-88	-7	-10	-26	-21	-19	10	-24	-42	-13	-33	-27	1	-29	-93	-27	-2	-34	11	-18	7	50	-11	-14	-36	-11	-35	-50	-32	-38	-5	5	51	33	-85	-30	-10	-9	-8	-12	-7	3	-27	-1	-55	-25	10	-38	-65	-13	34	15	13	-23	9	14	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	-2	-3	-23	-15	25	-41	-19	9	-98	-45	-52	-72	-32	2	-10	-27	-9	-3	-3	-14	5	-12	-9	11	-62	-75	-23	-14	-25	0	17	-1	14	1	-4	-13	-34	-26	-57	-17	-38	-13	-88	7	-55	80	-34	-11	-9	-3	-12	-18	-8	-55	-10	-3	-34	5	-57	14	-29	21	-15	5	13	3	-14	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-13	4	-21	3	-2	-20	-73	-54	17	-117	-76	-13	27	-23	6	-11	-13	-21	-29	-24	-75	-5	-76	-43	-4	-11	-54	-27	-16	-40	1	21	-8	70	-8	-19	-31	-18	-20	-19	-66	-14	-56	-71	83	-12	62	-14	-3	-3	-28	6	-19	-9	-44	-50	-69	-33	-20	-23	-70	-44	-46	-40	7	-26	3	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-29	-4	-23	43	36	18	-69	-3	12	-92	-19	-11	15	9	32	-27	-17	-6	-14	-14	-39	-24	-59	-8	-10	-80	-39	-74	-11	-47	2	6	2	-15	-2	-33	-46	-6	60	0	-97	-31	-5	43	-162	9	-122	-31	40	9	1	10	-29	-19	-55	-52	-87	-70	-12	-127	-89	-75	-25	-46	-7	2	-6	-4	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-11	-2	-26	7	46	-35	-64	31	-14	3	5	-9	-29	27	15	-22	-20	-4	10	-9	54	4	66	-29	8	-11	-96	2	-4	-17	-1	24	2	-4	-7	-49	-16	-9	2	-30	-33	72	-32	-29	-4	36	133	31	0	-22	-18	-8	-5	43	85	-57	35	-35	-16	-66	-108	-39	-5	-10	17	-15	-4	-74	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4	9	18	7	-5	-28	31	-16	2	4	-13	41	45	-7	-1	44	6	-5	4	5	58	37	39	26	10	92	7	52	6	23	0	-14	-18	24	-4	2	-4	-18	-3	-23	-44	-38	28	18	-45	-12	-24	-86	-14	30	11	1	11	-1	34	36	-4	-7	-22	15	11	60	-8	-13	-1	-14	-3	20	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	20	-8	10	-31	-11	41	-2	19	0	-16	-29	32	13	8	16	0	7	22	-17	7	0	1	35	22	35	1	-5	-12	-24	-9	0	-89	3	-7	13	-5	-11	-2	-25	17	33	14	-4	-49	2	-132	-8	4	-1	-6	1	-17	-30	-11	-13	3	-2	34	47	-24	-34	-28	-13	-16	-6	-205	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5	-4	-11	-38	-20	-49	-41	-119	6	-57	10	-32	-38	-59	4	-7	4	-12	-11	-17	4	2	29	-13	13	-61	-1	-36	-20	-35	-3	9	-6	-151	0	3	-28	-26	-17	14	-39	-7	-28	-59	-118	-68	14	32	-3	-5	-6	14	-14	-38	-3	-24	-33	-49	-18	-71	-24	-52	31	-12	-7	-10	5	-56	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6	-15	10	12	8	-42	-8	24	14	48	-8	-87	-83	-71	-1	-6	-23	-13	12	-9	-3	-38	-54	-26	15	116	-92	-3	-25	1	-16	3	-12	-7	4	3	9	-3	4	26	28	53	-26	-53	100	-81	152	76	-2	-34	-24	-10	-16	-13	-12	-45	-63	-13	42	118	1	-6	41	1	16	36	3	27	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	34	32	26	-18	-12	-51	1	171	83	29	62	2	-17	22	15	18	14	-7	95	19	79	2	14	81	47	-14	23	51	23	-9	6	69	-16	-28	15	-3	35	59	-108	98	-5	95	0	34	5	-107	-7	27	31	-2	0	-13	16	-26	28	31	-10	-26	78	-17	-14	-10	13	12	6	-15	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	4	6	-6	1	64	35	5	33	29	20	15	44	7	-5	2	13	14	33	-14	12	55	52	-11	2	19	42	0	36	11	15	-3	12	0	3	22	6	39	12	53	66	-1	76	163	36	16	82	-1	22	-9	1	6	9	15	15	22	51	-14	48	51	53	-8	62	0	-13	19	-32	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	-1	4	6	19	-28	-11	-27	-12	2	5	8	-84	19	30	21	11	74	70	9	-28	8	47	26	-20	51	-16	-10	31	-10	-8	-13	2	-42	-5	-36	-10	-58	15	-29	-107	-164	-15	-21	-89	-119	-61	-28	18	-12	2	26	-6	-20	-16	-19	89	-23	-13	-116	-137	-66	-2	-85	-34	-50	-26	-21	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4	4	-5	8	-17	-5	-15	32	36	-29	19	-14	-2	-12	0	8	-4	-11	-16	1	16	-11	16	11	13	-18	-31	-39	-10	-16	3	1	-8	-49	-2	2	13	2	-14	34	-41	61	26	51	56	26	45	-7	21	26	-26	-7	9	-5	-2	5	18	24	-9	-8	0	-12	-7	-4	5	-18	9	8	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	33	5	-15	21	3	52	86	4	-20	61	-35	-14	78	36	1	17	36	25	-16	23	12	34	-3	-53	263	71	12	-6	32	18	40	10	27	9	26	13	3	6	82	56	179	-32	15	1	-1	-21	208	5	7	6	33	38	-16	-8	15	22	-6	20	162	97	3	30	15	18	-7	3	-7	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-10	9	6	13	15	42	44	-17	10	-16	6	-5	2	-51	-5	26	-17	3	-12	-7	34	-10	69	-4	4	-35	-11	14	-16	10	-6	10	-1	69	-6	-13	8	-25	4	5	0	-64	-16	-35	-90	-52	-14	-48	-9	20	1	20	7	-29	3	8	32	10	-10	5	-7	12	-31	-9	-7	31	0	-37	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-20	11	20	-26	-7	-8	-39	64	-18	132	-1	68	18	54	0	-57	-6	-3	19	7	-10	-21	-99	-50	-5	48	47	-10	8	-19	15	-4	-36	-38	-17	-11	10	-9	12	-8	17	2	-25	83	-34	55	12	32	9	-19	10	23	58	17	-17	-3	-1	-6	26	32	-6	6	11	-12	-5	23	-38	-88	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	91	44	12	-17	4	-26	-25	-90	0	68	-119	-1	-9	85	38	-37	23	50	122	-31	139	-75	-45	-33	-17	-25	15	107	-12	-6	18	-19	23	14	-40	17	-44	-70	-76	-26	-3	-38	-97	2	-40	-29	-14	14	-16	-35	-10	-50	56	-1	96	-31	-6	-52	-71	-27	-48	17	2	-51	-3	8	
