"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84"
"1","LH-Thalamus Proper","LH-Caudate","LH-Putamen","LH-Pallidum","LH-Hippocampus","LH-Amygdala","LH-Accumbens","LH-Ventral Diencephalon","RH-Thalamus-Proper","RH-Caudate","RH-Putamen","RH-Pallidum","RH-Hippocampus","RH-Amygdala","RH-Accumbens","RH-Ventral Diencephalon","LH-Bank of the Superior Temporal Sulcus","LH-Caudal Anterior Cingulate Gyrus","LH-Caudal Middle Frontal Gyrus","LH-Cuneus","LH-Entorhinal","LH-Fusiform","LH-Inferior Parietal Lobule","LH-Inferior Temporal Gyrus","LH-Isthmus Cingulate Cortex","LH-Lateral Occipital Gyrus","LH-Lateral Orbito Frontal","LH-Lingual","LH-Medial Orbito Frontal","LH-Middle Temporal Gyrus","LH-Parahippocampal","LH-Raracentral","LH-Pars opercularis","LH-Pars Orbitalis","LH-Pars Triangularis","LH-Pericalcarine","LH-Postcentral","LH-Posterior Cingulate Cortex","LH-Precentral","LH-Precuneus","LH-Rostral Anterior Cingulate","LH-Rostral Middle Frontal Gyrus","LH-Superior Frontal Gyrus","LH-Superior Parietal Lobule","LH-Superior Temporal Gyrus","LH-Supramarginal Gyrus","LH-Frontal Pole","LH-Temporal Pole","LH-Transverse Temporal Gyrus","LH-Insula","RH-Bank of the Superior Temporal Sulcus","RH-Caudal Anterior Cingulate Gyrus","RH-Caudal Middle Frontal Gyrus","RH-Cuneus","RH-Entorhinal","RH-Fusiform","RH-Inferior Parietal Lobule","RH-Inferior Temporal Gyrus","RH-Isthmus Cingulate Cortex","RH-Lateral Occipital Gyrus","RH-Lateral Orbito Frontal","RH-Lingual","RH-Medial Orbito Frontal","RH-Middle Temporal Gyrus","RH-Parahippocampal","RH-Raracentral","RH-Pars opercularis","RH-Pars Orbitalis","RH-Pars Triangularis","RH-Pericalcarine","RH-Postcentral","RH-Posterior Cingulate Cortex","RH-Precentral","RH-Precuneus","RH-Rostral Anterior Cingulate","RH-Rostral Middle Frontal Gyrus","RH-Superior Frontal Gyrus","RH-Superior Parietal Lobule","RH-Superior Temporal Gyrus","RH-Supramarginal Gyrus","RH-Frontal Pole","RH-Temporal Pole","RH-Transverse Temporal Gyrus","RH-Insula"
